,tweet,sentiment
10794,@Azkrona @mero74092116 @hhe600 @nourtoumi9944 @7moodyx3 انتى يابت حافظة مش فاهمة معندكيش غير الجرجير يابت خافى على نفسك احنا المصرييين بردوا,negative
10795,@Azkrona @xxxxsmsm @hhe600 @nourtoumi9944 @7moodyx3 احسن من الدعاره برده لمو بنتكم من ع الرجاله الاول و بعدين اتكلمو احنا اشرف ناس,negative
10796,@ouamustafa2  فعلا ماحدى بيسلم من الخنائة كل يوم هههههه,negative
10797,"""\"""" ﷽  ﴿ قُلْ هُوَ اللَّهُ أَحَدٌ ۝ اللَّهُ الصَّمَدُ ۝ لَمْ يَلِدْ وَلَمْ يُولَدْ ۝ وَلَمْ يَكُنْ لَهُ كُفُوًا أَحَدٌ ۝”",neutral
10798,"""""""\""""فضل سورة الإخلاص   عن أبي سعيد الخدري  أن النبيﷺ قال في : قل هو الله أحد : &lt;&lt; والذي نفسي بيده ، إنها لتعدل ثلث القرآن)رواه البخاري\""""""""""""",neutral
10799,@11h_n @Jifri_lovers @alnrjseygmailco @ahmed_mfargفي زمن الصحابة من هو آثر الفقر    الطاعة لله على ان يسال الناس الحاجة مع العلم والعمل,neutral
10800,@hhe600 @Azkrona @mero74092116 @nourtoumi9944 @7moodyx3 سيبك منها ياسوما يالا نروح ننام وسيبيها تنبح زى الكلبة,negative
10801,@11h_n @Jifri_lovers @alnrjseygmailco @ahmed_mfarg كثير من الصحابة والتابعين كانوا متصوفبن اي زاهدين تاركن اهواء الدنيا للاخرة الباقبة,neutral
10802,الجو مش ساقعه الجو تلج انا مش حاسه بجسمي كله من كتر التلج !,negative
10803,@Azkrona @hhe600 @xxxxsmsm @nourtoumi9944 @7moodyx3 انتى مال امك انتى لى المفروض تمشى انا لى عمله التاق ده,negative
10804,تعبت بقى يا ربي  يومين مش بنام بسبب حتة لوجو ؟! ده انت ولا منك رسمة ولا منك كتابة اصلا يا لوجو يا #معفن,negative
10805,"""""""صباح المطر،صباح الرضا بماقدار،صباح ابلون الزهر،صباح الفرح من الاخر..! http://t.co/O0haxJdY4q""""""""",positive
10806,صباحكو بيضحك,positive
10807,@0548999h @ww52227 كما فعل سيدنا عثمان ابن عفان لما جمع المصحف بين الدفتين وامر بكتابته كان اول من نقطه سيدنا ابن يعمر #نور_الدنيا_هدي_محمد,neutral
10808,@chuofufseee @omas1278 هاذه مكافئه في الدنيا  فكيف مكافئة الله بالآخره,positive
10809,"""""""اَلْفَرَسُ مُعَدٌّ لِيَوْمِ الْحَرْبِ، أَمَّا النُّصْرَةُ فَمِنَ الرَّبِّ.""""""""",neutral
10810,اعشق بكل جنان,positive
10811,أ ش ا:استشهاد عريف شرطة وإصابة آخر إثر قيام مجهولين يستقلان دراجة بخارية باطلاق النار عليهما بميدان سفنكس بالمهندسين #CBCeXtra,neutral
10812,الا تستحق النفس بعد كل مرحلة تقطعها من الحياة أن نعيد النظر فيما أصابها من غنم أو غرم ؟,neutral
10813,@RadwaO0 صباح الجمال رضوى,positive
10814,صباح الورد جميعا @ مدينة الشيخ زايد http://t.co/dzhdZNYyzg,positive
10815,لاريجاني بعد عودته من جولته الإقليمية: هناك انسجام فكري واضح بين #سوريا و #العراق و #لبنان حيال القضايا المهمة في المنطقة,neutral
10816,توكلناا على الله ..  يارب يامعين,positive
10817,@aaa1414_eee ايضاً يوجد مصلحة عامة لتنظيمكم في حال تحرير الطيار ستظهر مصلحة التنظيم في الايام القادمة لا تنسى تعاطف الشعب الاردني معكم,positive
10818,"""""""لا تعطي أحد أكثر من حقه ،\""""""""""""",neutral
10819,@Dalia_yasser صباحك بيضحك بأذن الله,positive
10820,@GhassaniZein @ayoubiemma @ana_lolo123 @Gabriella_sabah @daywood صباح الفل,positive
10821,الجيش الباكستاني يعلن مقتل 23 مسلحا في غارات شنتها الطائرات الحربية #CBCeXtra,neutral
10822,"""""""الدنيا جميلة بمعانيها السامية ، جميلة بالقلوب الغاليه التي تبث فينا الأمل والتي تشعرنا دائما بالود والمحبةأسأل الله  تكون أيامكم كلها سعادة""""""""",positive
10823,أحوال البشر عند الموت وفي البرزخ.. http://t.co/T4xc1b3hpS,neutral
10824,كيف يكون للمستحيل ... ♣ معنى  ♣..↓ وانت تعلم ان اللة على كل س شى قدير,positive
10825,الى كل اللى فى تويتر صباح الفل والعسل والياسمين للى صبحنا عليه واللى مصبحناش عليه ^_^,positive
10826,غايتو لو شفقان علينا ما اظنك يوم تسافر,negative
10827,"""""""شغل مفيش شغل ،، سفر مفيش سفر ،، حتي النوم مفيش نوم -.-""""""""",negative
10828,@IamHossam3 عشان اخدك من على اول الشارع و نمشى شارع مؤمن دا مع بعض,neutral
10829,@VodafoneEgypt فرع حلميه الزيتون,neutral
10830,غضبا فلا ابلي ولكن عافيتك اوسع لي اللهم اعوز بنور وجهك الذي اشرقت به الظلمات وصلح علي امر الدنيا و الاخرة ما ان ينزل غبضك او يحل علي سخطك,positive
10831,@Soda2094 صباحك سكررر,positive
10832,بتزكر كان عندي امتحان علوم تجريبي وكنت صف خامس ورايحة ومش دارسة ف بدا القصف 11 ونص وسحبت حالي وشردت جراي ع الدار  ينعنها من ايام,negative
10833,"""""""أوقف حاجز ضهر البيدر و. ر. (1969، نيجيري) بجرم ترويج عملة مزيفة. #قوى_الأمن #لبنان""""""""",neutral
10834,"""الحق بالجهل! http://t.co/JgkaxODnjI الفضل شلق يكتب \""""علمت شيئا وغابت عنك أشياء \""""ما نجهل أكبر بكثير مما نعرف\"""" @tabarakil  @Ayonadre",neutral
10835,موجز #الصحف العربية http://t.co/yLrnTU84oZ,neutral
10836,@dalialwaleed909 @i3lAmYaT @NadineKh قمر منور,positive
10837,"""""""ليس في إسلامنا ما نخجل منه ، وما نضطر للدفاع عنه ، وليس فيه ما نتدسس به للناس تدسساً ، أو ما نتلعثم في الجهر به على حقيقته.""""""""",positive
10838,@lollita_lyla يارب ويسعدك ^^,positive
10839,اللهم وأحفظ أحبتي وغبنتي من كل سوء  اللهم وأجرنا من مضلات الفتن ما أبقيتنا,positive
10840,اتصل بنا واقض أجمل الأوقات في تركيا 00902125100660 00905385878555 فايبر واتسأب تانغو info@viparac.com,neutral
10841,الحسد ياكل الحسنات كما تاكل النارالحطب,neutral
10842,ليكن كلامك مع من حولك عنوانه دائماً الإيجابية والتفاؤل ..  وأساسه محبة الخير للغير .. صبــــاح الـــ خير,positive
10843,@tebahtaybah ياعم ملعون ابوة على ابوك انتة واجع دماغى اهلى لي على الصبح قوم يابنى شوفالك لعبه,negative
10844,@magdymohamed_ @zszs1122 @Muslim555Arabic هم الوزيرالعلقمي وازﻻمه الذين فتحواابواب بغدادللتتارالمغول هم احفاد ابي رغال رائدالعدروالخيانه...,negative
10845,يسعدلى هالصباح على عيونكو الحلويين,positive
10846,بقينا اتنين غراب عن بعض..,negative
10847,"""""""لا تُظهِر للمتحدث معرفتك بكل معلومة هو يتحدث عنها، فالإنصات نصف الأدب.""""""""",neutral
10848,@khokhafelefiluw صباح الفل والعسل والياسمين بقا ^^,positive
10849,قل أعوذ برب الفلق من شر ماخلق ومن شر غاسق إذا وقب ومن شر النفاثات في العقد ومن شر حاسد إذا حسد,neutral
10850,@dr_ahmedsami1 يانهاااار جهل,negative
10851,@JenO_Ona  في كل من شارع النيل بجانب برج الاتصالات والساحة الخضراء في الثلاث ايام ذاتها.. منظمة منتدى الشباب منظمة الوصول للرعاية الإنسانية,neutral
10852,"""\""""تشبه الحياة\"""" ديوان جديد للشاعرة أميرة الأدهم عن دار \""""ميريت\""""  #CBCtwo @CBCeXtra http://t.co/BqJyCcCkDq",neutral
10853,@PEP_144 @dbelhoul  لا ينضم لجماعة أﻷخوان ألا من كان غبي ..أذكر أمامة : السيسي .محمد بن زايد. عبد الله..وسينهار وينكشف ويظهر انتمائه للخرفان,negative
10854,اللهم لا سهل الا ما جعلته سهلا .... الله يوفق  كل طلاب التوجيهي وما يضيعلهم تعب ...  دعواتكم لاختي ...,positive
10855,حبيت جميل ياريتني ضله عاشق الجمال والحسن ده كله ومن الشباك لارميلك حالي من كتر خوفي عليك ما بنام http://t.co/SfiQhQXbTJ,positive
10856,القبض على 7 عناصر إرهابية وتدمير 5 بؤر ب #الشيخ_زويد في حملة أمنية ب #شمال_سيناء #CBCeXtra,neutral
10857,#تويب_تقوله_هابي_نيو_يير  #احلي_تويب_في_2014 @Romantic_Noona احلى من احلى حاجة حصلت فى 214 كل سنة وانتى معايا دايما &lt;3  &lt;3,positive
10858,#غرفة_الأخبار   متابعة حركة المرور والأزدحام بشوارع وميادين القاهرة لصباح يوم 27 ديسمبر 2014 https://t.co/pcA8Fg2olo,neutral
10859,@LolokokoFarag تسلملى يارب,positive
10860,"""""""(قال أنا يوسف وهذا أخي قد من الله علينا إنه من يتق ويصبر فإن الله لا يضيع أجر المحسنين) ذكر منة الله بالتقوى والصبر ، وعدل الله في الجزاء.""""""""",positive
10861,"""""""مُعَلَّقٌ أنَا عَلَى مَشَانِقِ الصَبَاحِ، وَجَبهَتِي بِالمَوتِ مَحنِيَّة..""""""""",negative
10862,اللهم لك الحمد كما ينبغي لجﻻل وجهك ولعظيم سلطانك,positive
10863,صباح الخير علي اوسخ حكام في العالم كله,negative
10864,شكلك وحش اوى .بس انته واشكالك مفيش عندكوا دم. http://t.co/B0Vs9XrOtf,negative
10865,اللّهُمَّ اجْعَلنِي مِنَ التَّوّابينَ وَاجْعَلْني مِنَ المتَطَهّرينَ,positive
10866,@munii321 احلا عملاقه,positive
10867,"""""""سولفي ، و اِخجلي بصوتك هديل الحمام وعلّمي الليل ليھ الليل عاف السكون ؟! http://t.co/2fiKg7dMZh""""""""",positive
10868,"""I\""""m at Gardens Street   شارع الجاردنز in Amman https://t.co/GIPXqKcjw3",neutral
10869,خلص اللي درس درس واللي طبل طبل  اهم اشي االصحه ✌ #صباح_الخير,positive
